,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id_x,info_id,emp_id_y,number_consumers,mode,dining_table_id,dining_table_name,expenditure,dishes_count,accounts_payable,use_start_time,check_closed,lock_time,cashier_id,pc_id,order_number,org_id,print_doc_bill_num,lock_table_info,order_status,phone,name
47,2675,392,609948,NA,NA,¬∂¬∂ŒﬁÃ«–”» ¬∂,0,1.0,7.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
48,2670,392,609947,NA,NA, ±±±˘—Û∆˚ÀÆ ,0,1.0,5.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
49,2677,392,609949,NA,NA,“‚Œƒƒ˚√ ÷≠ ,0,1.0,13.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
50,2680,392,609950,NA,NA,¥ÛÀ‚‹»≤À,0,1.0,30.0,NA,2016-08-01 13:03:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
51,2684,392,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1.0,29.0,NA,2016-08-01 13:04:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
52,2682,392,609951,NA,NA,Ï¡≥¥¥Û∞◊≤À,0,1.0,29.0,NA,2016-08-01 13:04:00,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
53,2689,392,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1.0,29.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
54,2693,392,609956,NA,NA,◊Œ»ª—Ú≈≈,0,1.0,88.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
55,2687,392,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
56,2695,392,609957,NA,NA,√…π≈øæ—ÚÕ»,0,1.0,48.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
57,2729,392,609968,NA,NA,”ÕÏÀ¬È¿±œ∫,0,1.0,65.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
58,2697,392,609958,NA,NA,œ„¿±±¨—Ú∏Œ,0,1.0,28.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/202004.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
59,2733,392,609989,NA,NA,«‡µ∫∆°æ∆πﬁ◊∞,0,1.0,7.0,NA,2016-08-01 13:07:00,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1094,392,1094,10,,1499,1020,704,24,704,2016/8/1 12:58:44,,2016/8/1 13:07:16,,,,330,,,1,18688880173,ÀÔŒıø≠
60,2535,381,609996,NA,NA,≈£Œ≤Ã¿,0,1.0,40.0,NA,2016-08-01 13:13:00,NA,NA,NA,0,NA,NA,caipu/201006.jpg,1243,381,1243,4,,1487,1008,239,7,239,2016/8/1 13:15:42,,2016/8/1 13:23:42,,,,330,,,1,18688880441,…Úœ˛ˆ©
61,2539,381,609994,NA,NA,∂¿º“±°∫…œ œ∫≈£»‚æÌ,0,1.0,45.0,NA,2016-08-01 13:13:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1243,381,1243,4,,1487,1008,239,7,239,2016/8/1 13:15:42,,2016/8/1 13:23:42,,,,330,,,1,18688880441,…Úœ˛ˆ©
62,2542,381,610012,NA,NA,œ„πΩ∆»µ∞,0,1.0,39.0,NA,2016-08-01 13:15:00,NA,NA,NA,0,NA,NA,caipu/302001.jpg,1243,381,1243,4,,1487,1008,239,7,239,2016/8/1 13:15:42,,2016/8/1 13:23:42,,,,330,,,1,18688880441,…Úœ˛ˆ©
63,2544,381,610047,NA,NA,Œ˜πœ∫˙¬‹≤∑…≥¿≠,0,1.0,26.0,NA,2016-08-01 13:16:00,NA,NA,NA,0,NA,NA,caipu/301001.jpg,1243,381,1243,4,,1487,1008,239,7,239,2016/8/1 13:15:42,,2016/8/1 13:23:42,,,,330,,,1,18688880441,…Úœ˛ˆ©
64,2546,381,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-01 13:21:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1243,381,1243,4,,1487,1008,239,7,239,2016/8/1 13:15:42,,2016/8/1 13:23:42,,,,330,,,1,18688880441,…Úœ˛ˆ©
65,2549,381,610052,NA,NA,ª∆”Õ«˙∆Ê±˝∏…,0,1.0,16.0,NA,2016-08-01 13:22:00,NA,NA,NA,0,NA,NA,caipu/501001.jpg,1243,381,1243,4,,1487,1008,239,7,239,2016/8/1 13:15:42,,2016/8/1 13:23:42,,,,330,,,1,18688880441,…Úœ˛ˆ©
66,2551,381,610008,NA,NA,ŒÂ…´≈¥√◊∑π(∆ﬂ…´),0,1.0,35.0,NA,2016-08-01 13:23:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1243,381,1243,4,,1487,1008,239,7,239,2016/8/1 13:15:42,,2016/8/1 13:23:42,,,,330,,,1,18688880441,…Úœ˛ˆ©
67,3059,429,609968,NA,NA,”ÕÏÀ¬È¿±œ∫,0,1.0,65.0,NA,2016-08-01 13:17:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
68,3063,429,609962,NA,NA,µπ¡¢’ÙÀÛ◊”–∑,0,1.0,169.0,NA,2016-08-01 13:18:00,NA,NA,NA,0,NA,NA,caipu/102002.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
69,3065,429,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-01 13:18:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
70,3067,429,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1.0,29.0,NA,2016-08-01 13:20:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
71,3068,429,609948,NA,NA,¬∂¬∂ŒﬁÃ«–”» ¬∂,0,1.0,7.0,NA,2016-08-01 13:24:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
72,3069,429,609947,NA,NA, ±±±˘—Û∆˚ÀÆ ,0,1.0,5.0,NA,2016-08-01 13:24:00,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
73,3070,429,609971,NA,NA,¥Û¿Ì ØƒÃ”Õµ∞∏‚,0,1.0,13.0,NA,2016-08-01 13:25:00,NA,NA,NA,0,NA,NA,caipu/502001.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
74,3074,429,610072,NA,NA,53∂»√©Ã®,0,1.0,128.0,NA,2016-08-01 13:26:00,NA,NA,NA,0,NA,NA,caipu/401005.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
75,3077,429,610056,NA,NA,÷Ω±≠µ∞∏‚,0,1.0,8.0,NA,2016-08-01 13:27:00,NA,NA,NA,0,NA,NA,caipu/501005.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
76,3078,429,610007,NA,NA,π‘≤»‚∫Ï∂π∞À±¶∑π,0,1.0,39.0,NA,2016-08-01 13:29:00,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
77,3082,429,610044,NA,NA,ƒæ–ÎÕ„∂π,0,1.0,32.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/305003.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
78,3080,429,610021,NA,NA,±¨≥¥º¶≥·,0,1.0,56.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/204004.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
79,3079,429,609939,NA,NA,œ„πΩº¶»‚÷‡,0,1.0,15.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
80,3081,429,610023,NA,NA,∆°æ∆—º,0,1.0,48.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1452,429,1452,4,,1501,1022,699,15,699,2016/8/1 13:17:37,,2016/8/1 13:34:18,,,,330,,,1,18688880651,√Á‘Û¿§
